continent,dw_region,region,income,iso3,country,city,year,pm10.mean,pm10.coverage,pm10.converted,pm25.mean,pm25.coverage,pm25.converted,stations,reference,db.version,status
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Merignac,2016,18,>75%,Measured,12,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Metz,2016,18,>75%,Measured,13,>75%,Measured,"2 Urban-Background, 1 Urban-Industrial",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Meze,2016,17,>75%,Measured,15,>75%,Measured,1 Suburban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Miramas,2016,23,>75%,Measured,15,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Miribel,2016,19,>75%,Measured,13,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Mont-De-Marsan,2016,17,>75%,Measured,10,>75%,Measured,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Montandon,2015,14,>75%,Measured,9,NA,Converted,1 Rural-Remote-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Montargis,2016,17,>75%,Measured,11,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Montbeliard,2016,18,>75%,Measured,13,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Montceau-Les-Mines,2016,12,>75%,Measured,8,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Montlucon,2016,18,>75%,Measured,12,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Montpellier,2016,18,>75%,Measured,15,>75%,Measured,"2 Urban-Background, 2 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Moulins,2016,14,>75%,Measured,9,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Moult,2016,19,>75%,Measured,13,>75%,Measured,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Mulhouse,2016,19,>75%,Measured,13,>75%,Measured,"2 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Munchhausen,2016,16,>75%,Measured,11,NA,Converted,1 Rural-Regional-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Nancy,2016,18,>75%,Measured,13,>75%,Measured,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Nantes,2016,18,>75%,Measured,13,>75%,Measured,"2 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Neuves-Maisons,2016,18,>75%,Measured,12,NA,Converted,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Nevers,2016,12,>75%,Measured,8,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Nice,2016,27,>75%,Measured,13,>75%,Measured,"1 Urban-Background, 2 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Nimes,2016,19,>75%,Measured,12,>75%,Measured,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Niort,2016,18,>75%,Measured,10,>75%,Measured,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Noeux-Les-Mines,2016,17,>75%,Measured,11,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Nogent-Sur-Marne,2016,20,>75%,Measured,13,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Nogent-Sur-Oise,2016,21,>75%,Measured,14,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Notre-Dame-De-Gravenchon,2013,24,>75%,Measured,16,NA,Converted,1 N.A.,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Nuits-Saint-Georges,2016,17,>75%,Measured,11,NA,Converted,1 Suburban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Orleans,2016,17,>75%,Measured,11,NA,Converted,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Outreau,2016,17,>75%,Measured,11,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Oyonnax,2014,13,>75%,Measured,8,NA,Converted,1 N.A.,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Pantin,2016,31,>75%,Measured,20,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Paray-Le-Fresil,2016,11,>75%,Measured,8,>75%,Measured,1 Rural-Regional-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Paris,2016,28,>75%,Measured,16,>75%,Measured,"2 Urban-Background, 5 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Passy,2016,24,>75%,Measured,16,>75%,Measured,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Pau,2016,18,>75%,Measured,12,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Peillon,2016,24,>75%,Measured,16,NA,Converted,1 Suburban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Perigueux,2016,14,>75%,Measured,9,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Perpignan,2016,16,>75%,Measured,10,>75%,Measured,3 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Peyrusse-Vieille,2016,13,>75%,Measured,9,NA,Converted,1 Rural-Remote-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Pointe-A-Pitre,2016,27,>75%,Measured,18,NA,Converted,1 Suburban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Poitiers,2016,19,>75%,Measured,11,>75%,Measured,"1 Suburban-Background, 1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Pont-A-Mousson,2016,18,>75%,Measured,12,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Port-De-Bouc,2016,23,>75%,Measured,15,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Port-Saint-Louis-Du-Rhone,2015,21,>75%,Measured,14,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Portes-Les-Valence,2016,21,>75%,Measured,14,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Pourcy,2015,16,>75%,Measured,11,>75%,Measured,1 Rural-Near_city-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Prunay-Le-Temple,2013,20,>75%,Measured,13,NA,Converted,1 N.A.,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Pusignan,2016,19,>75%,Measured,13,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Puteaux,2016,20,>75%,Measured,13,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Quimper,2016,19,>75%,Measured,12,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Rageade,2016,8,>75%,Measured,5,NA,Converted,1 Rural-Regional-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Rambouillet,2016,15,>75%,Measured,10,>75%,Measured,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Reims,2015,22,>75%,Measured,15,>75%,Measured,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Rennes,2016,21,>75%,Measured,11,>75%,Measured,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Rieux,2015,20,>75%,Measured,13,NA,Converted,1 N.A.,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Rive-De-Gier,2016,22,>75%,Measured,14,NA,Converted,1 Suburban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Roanne,2016,15,>75%,Measured,10,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Rognac,2016,18,>75%,Measured,12,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Roisey,2016,8,>75%,Measured,5,NA,Converted,1 Rural-Regional-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Romans-Sur-Isere,2016,22,>75%,Measured,14,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Roubaix,2016,23,>75%,Measured,16,>75%,Measured,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Rouen,2016,20,>75%,Measured,12,>75%,Measured,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Roumazieres-Loubert,2014,16,>75%,Measured,11,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Roussillon,2016,22,>75%,Measured,15,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Saillat-Sur-Vienne,2015,18,>75%,Measured,12,NA,Converted,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Saint-Brieuc,2016,18,>75%,Measured,12,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Saint-Brisson,2016,11,>75%,Measured,7,NA,Converted,1 Rural-Remote-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Saint-Chamond,2016,19,>75%,Measured,13,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Saint-Cyr,2016,17,>75%,Measured,11,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Saint-Denis,2016,30,>75%,Measured,15,>75%,Measured,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Saint-Denis-D'anjou,2016,16,>75%,Measured,11,>75%,Measured,1 Rural-Regional-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Saint-Dizier,2015,19,>75%,Measured,12,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Saint-Etienne,2016,17,>75%,Measured,9,>75%,Measured,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Saint-Etienne-De-Montluc,2016,14,>75%,Measured,10,NA,Converted,1 Suburban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Saint-Fons,2014,22,NA,Measured,14,NA,Converted,"1 station, Background suburban","Minist<U+00E8>re de l'environnement, de l'energie et de la mer",2016,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Saint-Gely-Du-Fesc,2015,17,>75%,Measured,11,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Saint-Germain-Sur-Rhone,2016,12,>75%,Measured,8,>75%,Measured,1 Rural-Near_city-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Saint-Jean-De-Maurienne,2016,14,>75%,Measured,9,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Saint-Joseph,2014,9,NA,Measured,4,NA,Measured,"1 station, Background rural","Minist<U+00E8>re de l'environnement, de l'energie et de la mer",2016,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Saint-Julien-Les-Metz,2014,16,NA,Measured,10,NA,Converted,"1 station, Traffic suburban","Minist<U+00E8>re de l'environnement, de l'energie et de la mer",2016,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Saint-Julien-Mont-Denis,2016,21,>75%,Measured,14,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Saint-Junien,2016,13,>75%,Measured,9,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Saint-Laurent-Blangy,2016,19,>75%,Measured,13,NA,Converted,1 Suburban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Saint-Laurent-Des-Arbres,2016,19,>75%,Measured,11,>75%,Measured,2 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Saint-Lo,2016,17,>75%,Measured,12,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Saint-Louis,2014,17,NA,Measured,11,NA,Converted,"1 station, Background urban","Minist<U+00E8>re de l'environnement, de l'energie et de la mer",2016,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Saint-Martin-D'heres,2016,18,>75%,Measured,12,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Saint-Michel-L'observatoire,2016,11,>75%,Measured,9,>75%,Measured,1 Rural-Near_city-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Saint-Nazaire,2016,15,>75%,Measured,10,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Saint-Nazaire-Le-Desert,2016,8,>75%,Measured,5,>75%,Measured,1 Rural-Remote-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Saint-Omer,2016,20,>75%,Measured,13,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Saint-Paul,2016,16,>75%,Measured,7,>75%,Measured,"1 Rural-Near_city-Traffic, 1 Suburban-Background, 1 Suburban-Traffic, 1 Urban-Background",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Saint-Pierre,2016,18,>75%,Measured,6,>75%,Measured,"1 Rural-Near_city-Traffic, 1 Rural-Regional-Background, 2 Suburban-Background, 1 Urban-Background",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Saint-Pierre-Des-Corps,2016,19,>75%,Measured,12,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Saint-Quentin,2016,17,>75%,Measured,13,>75%,Measured,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Saint-Remy-Sur-Avre,2016,22,>75%,Measured,14,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Sainte-Clotilde,2016,18,>75%,Measured,12,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Sainte-Marguerite-Sur-Mer,2016,15,>75%,Measured,10,NA,Converted,1 Rural-Near_city-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Sainte-Savine,2015,22,>75%,Measured,15,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Sainte-Suzanne,2014,15,NA,Measured,9,NA,Converted,"1 station, Industrial suburban","Minist<U+00E8>re de l'environnement, de l'energie et de la mer",2016,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Salaise-Sur-Sanne,2016,20,>75%,Measured,15,>75%,Measured,1 Suburban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Sallanches,2015,22,>75%,Measured,15,NA,Converted,1 N.A.,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Salome,2016,21,>75%,Measured,14,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Salon-De-Provence,2016,20,>75%,Measured,13,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Salouel,2016,19,>75%,Measured,13,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Sarreguemines,2016,11,>75%,Measured,8,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Sarrola-Carcopino,2016,22,>75%,Measured,15,NA,Converted,1 Rural-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Schoelcher,2016,25,>75%,Measured,16,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Schoeneck,2016,17,>75%,Measured,11,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Sens,2016,17,>75%,Measured,12,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Strasbourg,2016,22,>75%,Measured,14,>75%,Measured,"2 Urban-Background, 2 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Talence,2016,19,>75%,Measured,12,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Tarbes,2014,18,>75%,Measured,12,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Tartas,2016,16,>75%,Measured,11,NA,Converted,1 Suburban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Ternay,2016,21,>75%,Measured,14,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Thionville,2016,18,>75%,Measured,14,>75%,Measured,2 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Toulon,2016,26,>75%,Measured,17,NA,Converted,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Toulouse,2016,17,>75%,Measured,11,>75%,Measured,"2 Urban-Background, 2 Urban-Industrial, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Tourcoing,2016,23,>75%,Measured,15,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Tours,2016,16,>75%,Measured,11,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Tremblay-En-France,2016,21,>75%,Measured,14,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Troyes,2015,21,>75%,Measured,14,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Tulle,2016,15,>75%,Measured,8,>75%,Measured,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Val-De-Reuil,2016,17,>75%,Measured,11,NA,Converted,1 Rural-Near_city-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Valence,2016,21,>75%,Measured,13,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Valenciennes,2016,22,>75%,Measured,15,>75%,Measured,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Vannes,2016,11,>75%,Measured,9,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Vaulx-En-Velin,2016,20,>75%,Measured,13,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Venaco,2016,10,>75%,Measured,6,>75%,Measured,1 Rural-Regional-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Venissieux,2016,21,>75%,Measured,14,NA,Converted,1 Suburban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Vesoul,2016,16,>75%,Measured,10,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Vienne,2016,20,>75%,Measured,14,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Vierzon,2016,16,>75%,Measured,11,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,FRA,France,Vif,2015,17,>75%,Measured,11,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
